chr1:2181843-2182113	270	270	-57.762	-0.213933	-0.213933
chr1:2182439-2182709	270	270	-103.193	-0.382196	-0.382196
chr1:2182830-2183100	270	270	-41.492	-0.153674	-0.153674
chr1:2185027-2185297	270	270	260.658	0.9654	0.9654
chr1:2188389-2188659	270	270	-93.936	-0.347911	-0.347911
chr1:2192636-2192906	270	270	-45.786	-0.169578	-0.169578
chr1:2201129-2201399	270	270	-67.296	-0.249244	-0.249244
chr1:2203380-2203650	270	270	-124.574	-0.461385	-0.461385
chr1:2204086-2204356	270	270	-76.57	-0.283593	-0.283593
chr1:2206200-2206470	270	270	-16.428	-0.0608444	-0.0608444
chr1:2209449-2209719	270	270	-144.431	-0.53493	-0.53493
chr1:2210051-2210321	270	270	81.295	0.301093	0.301093
chr1:2214982-2215252	270	270	-116.858	-0.432807	-0.432807
chr1:2249563-2249833	270	270	-85.264	-0.315793	-0.315793
chr1:2250503-2250773	270	270	-112.189	-0.415515	-0.415515
chr1:2252297-2252567	270	270	-187.603	-0.694826	-0.694826
chr1:2256921-2257191	270	270	-182.861	-0.677263	-0.677263
chr1:2258765-2259035	270	270	-53.935	-0.199759	-0.199759
chr1:2259726-2259996	270	270	-175.88	-0.651407	-0.651407
chr1:2268044-2268314	270	270	-83.25	-0.308333	-0.308333
chr1:2270011-2270281	270	270	-58.628	-0.217141	-0.217141
chr1:2272916-2273186	270	270	84.5	0.312963	0.312963
chr1:2278384-2278654	270	270	-67.474	-0.249904	-0.249904
chr1:2278920-2279190	270	270	-103.832	-0.384563	-0.384563
chr1:2279724-2279994	270	270	-83.571	-0.309522	-0.309522
chr1:2285021-2285291	270	270	-37.18	-0.137704	-0.137704
chr1:2295073-2295343	270	270	-63.256	-0.234281	-0.234281
chr1:2297300-2297570	270	270	-57.602	-0.213341	-0.213341
chr1:2301545-2301815	270	270	-49.56	-0.183556	-0.183556
chr1:2301986-2302256	270	270	-75.887	-0.281063	-0.281063
chr1:2303858-2304128	270	270	658.871	2.44026	2.44026
chr1:2306879-2307149	270	270	619.412	2.29412	2.29412
chr1:2309890-2310160	270	270	529.9	1.96259	1.96259
chr1:2312602-2312872	270	270	-124.314	-0.460422	-0.460422
chr1:2313481-2313751	270	270	-52.947	-0.1961	-0.1961
chr1:2320849-2321119	270	270	-92.926	-0.34417	-0.34417
chr1:2328751-2329021	270	270	-137.974	-0.511015	-0.511015
chr1:2332468-2332738	270	270	-104.506	-0.387059	-0.387059
chr1:2347755-2348025	270	270	-9.84	-0.0364444	-0.0364444
chr1:3038242-3038512	270	270	-127.647	-0.472767	-0.472767
chr1:3071360-3071630	270	270	16.319	0.0604407	0.0604407
chr1:3072189-3072459	270	270	-28.032	-0.103822	-0.103822
chr1:3074435-3074705	270	270	-26.152	-0.0968593	-0.0968593
chr1:3076096-3076366	270	270	-257.09	-0.952185	-0.952185
chr1:3121597-3121867	270	270	-40.812	-0.151156	-0.151156
chr1:3127260-3127530	270	270	378.113	1.40042	1.40042
chr1:3128484-3128754	270	270	-163.554	-0.605756	-0.605756
chr1:3168741-3169011	270	270	-186.497	-0.69073	-0.69073
chr1:3174504-3174774	270	270	-143.07	-0.529889	-0.529889
chr1:3187472-3187742	270	270	-171.429	-0.634922	-0.634922
chr1:3198646-3198916	270	270	244.686	0.906244	0.906244
chr1:3206778-3207048	270	270	-91.793	-0.339974	-0.339974
chr1:3210194-3210464	270	270	-202.892	-0.751452	-0.751452
chr1:3213525-3213795	270	270	-159.538	-0.590881	-0.590881
chr1:3217086-3217356	270	270	-267.617	-0.991174	-0.991174
chr1:3220341-3220611	270	270	-138.35	-0.512407	-0.512407
chr1:3228363-3228633	270	270	-261.868	-0.969881	-0.969881
chr1:3238535-3238805	270	270	172.157	0.637619	0.637619
chr1:3242926-3243196	270	270	-144.174	-0.533978	-0.533978
chr1:3248128-3248398	270	270	797.144	2.95239	2.95239
chr1:3249710-3249980	270	270	1073.15	3.97463	3.97463
chr1:3250925-3251195	270	270	-135.146	-0.500541	-0.500541
chr1:3288461-3288731	270	270	-151.681	-0.561781	-0.561781
chr1:3327444-3327714	270	270	-56.034	-0.207533	-0.207533
chr1:3333968-3334238	270	270	-190.251	-0.704633	-0.704633
chr1:3347332-3347602	270	270	-208.436	-0.771985	-0.771985
chr1:3348562-3348832	270	270	17.919	0.0663667	0.0663667
chr1:3353952-3354222	270	270	-286.825	-1.06231	-1.06231
chr1:3359861-3360131	270	270	-163.702	-0.606304	-0.606304
chr1:3375088-3375358	270	270	-243.965	-0.903574	-0.903574
chr1:3377949-3378219	270	270	-86.394	-0.319978	-0.319978
chr1:3397375-3397645	270	270	-366.983	-1.3592	-1.3592
chr1:3456315-3456585	270	270	-136.356	-0.505022	-0.505022
chr1:3457941-3458211	270	270	-208.541	-0.772374	-0.772374
chr1:15634113-15634383	270	270	-1.436	-0.00531851	-0.00531851
chr1:15655482-15655752	270	270	-10.77	-0.0398889	-0.0398889
chr1:15668451-15668721	270	270	243.314	0.901163	0.901163
chr1:15680100-15680370	270	270	18.24	0.0675556	0.0675556
chr1:15710452-15710722	270	270	-1.11	-0.00411111	-0.00411111
chr1:15720948-15721218	270	270	-52.155	-0.193167	-0.193167
chr1:15722439-15722709	270	270	-14.37	-0.0532222	-0.0532222
chr1:15746149-15746419	270	270	-67.948	-0.251659	-0.251659
chr1:15747452-15747722	270	270	55.426	0.205281	0.205281
chr1:15749058-15749328	270	270	-20.755	-0.0768704	-0.0768704
chr1:15751162-15751432	270	270	-35.672	-0.132119	-0.132119
chr1:15757091-15757361	270	270	-99.679	-0.369181	-0.369181
chr1:15759679-15759949	270	270	64.045	0.237204	0.237204
chr1:15759896-15760166	270	270	20.015	0.0741296	0.0741296
chr1:15760155-15760425	270	270	1.393	0.00515926	0.00515926
chr1:15763915-15764185	270	270	-56.543	-0.209419	-0.209419
chr1:15768022-15768292	270	270	-9.693	-0.0359	-0.0359
chr1:43340659-43340929	270	270	103.596	0.383689	0.383689
chr1:43343410-43343680	270	270	79.542	0.2946	0.2946
chr1:43345261-43345531	270	270	68.628	0.254178	0.254178
chr1:43348034-43348304	270	270	83.584	0.30957	0.30957
chr1:43352962-43353232	270	270	174.698	0.64703	0.64703
chr1:43354706-43354976	270	270	125.824	0.466015	0.466015
chr1:43363348-43363618	270	270	871.992	3.2296	3.2296
chr1:43372542-43372812	270	270	91.768	0.339881	0.339881
chr1:43375520-43375790	270	270	65.688	0.243289	0.243289
chr1:43388214-43388484	270	270	849.885	3.14772	3.14772
chr1:43388699-43388969	270	270	75.687	0.280322	0.280322
chr1:43396166-43396436	270	270	95.766	0.354689	0.354689
chr1:43396491-43396761	270	270	53.304	0.197422	0.197422
chr1:43402236-43402506	270	270	63.202	0.234081	0.234081
chr1:43426225-43426495	270	270	884.17	3.2747	3.2747
chr1:43448102-43448372	270	270	1134.99	4.20368	4.20368
chr1:43471818-43472088	270	270	7.759	0.028737	0.028737
chr1:43472395-43472665	270	270	3.214	0.0119037	0.0119037
chr1:43493706-43493976	270	270	68.44	0.253481	0.253481
chr1:43669005-43669275	270	270	791.145	2.93017	2.93017
chr1:43677401-43677671	270	270	-36.941	-0.136819	-0.136819
chr1:43711569-43711839	270	270	16.538	0.0612519	0.0612519
chr1:43716957-43717227	270	270	5.195	0.0192407	0.0192407
chr1:43719067-43719337	270	270	53.475	0.198056	0.198056
chr1:43720494-43720764	270	270	51.249	0.189811	0.189811
chr1:43741342-43741612	270	270	76.045	0.281648	0.281648
chr1:43742643-43742913	270	270	67.114	0.24857	0.24857
chr1:43757792-43758062	270	270	51.086	0.189207	0.189207
chr1:43765819-43766089	270	270	51.606	0.191133	0.191133
chr1:43766138-43766408	270	270	69.802	0.258526	0.258526
chr1:43781061-43781331	270	270	41.24	0.152741	0.152741
chr1:43786265-43786535	270	270	39.992	0.148119	0.148119
chr1:43787648-43787918	270	270	71.969	0.266552	0.266552
chr1:43795977-43796247	270	270	35.256	0.130578	0.130578
chr1:43800859-43801129	270	270	131.576	0.487319	0.487319
chr1:43801296-43801566	270	270	18.481	0.0684481	0.0684481
chr1:43804028-43804298	270	270	72.048	0.266844	0.266844
